"","id","Year","aff"
"876",896,2020,"India,India"
"877",897,2020,"India"
"878",898,2020,"Switzerland"
"879",899,2020,"Kingdom,China"
"880",900,2020,"India,India,India,India,India,India,Italy"
"881",901,2020,"China,China"
"882",902,2020,"China,China,Pakistan"
"883",903,2020,"China,China,China,China"
"884",904,2020,"Nepal,Denmark"
"885",905,2020,"China,China"
